,mape,rmse
1,30.692649388431704,0.5671537894106211
2,66.60669789896471,0.31835319404834733
3,58.81902771299268,0.6448031632875472
4,51.29953265717424,0.7804692696670568
5,50.67996655488003,0.8372887958828369
6,178.9138098610831,0.24716272479880322
7,120.45932488732147,0.6522537869638989
8,55.23781272591006,0.5107376128735583
9,83.23718397776135,1.0280949350100619
10,61.40483387026483,0.4461143194199761
11,33.7694356467218,0.35745995694933297
12,37.07070042801469,0.28660295093184035
13,36.750945788038756,0.7603206437627664
14,36.95351018933876,0.9142465062814894
15,136.59576540254838,1.4539757912077254
16,120.02987280580395,0.4867148020810564
17,170.79253083582097,0.5395024384543688
18,39.42190702458156,1.7958200073857453
19,29.628481242498378,0.6985258250101593
20,101.13150716258201,0.6335654601263283
21,55.89776619817892,0.23116085669729391
22,232.37014461850123,0.848796348880061
23,116.93003219789378,0.5026022025325981
24,231.15305931156794,0.4880662349631503
25,44.95467544267244,0.6604881924727725
26,41.947568845456615,0.20416322896513792
27,296.9450457065477,1.063327946604623
